path,blob_sha,mode,type,subsystem,review_method,disposition,finding_ids,notes
docs/research/OKSII_VS_SLOMIX_METRICS_2026-03-29.md,a978591ee537f0fb957ffda2f350e34d927636ff,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/PROXIMITY_FULL_AUDIT_2026-04-03.md,f51d8aed22b2c1f74981b937ec79f43da5d7fd52,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/PROXIMITY_IDEAS_2026-07.md,3161f02f4b5d02e0168428360895a7d221a8d6fa,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/README.md,604f3dd4dc49e40f0659a4c3eaa7adc2ac166178,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,AUD-012,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/SESSION_DETAIL_V2_REVIEW_2026-04-17.md,4368465a5a2242f2e99585880fe43b5ffc5a1cd2,100644,text/x-script.python,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/UTRO_RATING_DEEP_RESEARCH_2026-04-01.md,986f516db1aa661ada7a5191726ad070a0c5c94b,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VIBE_CODING_AUDIT_2026-03-28.md,72de3e2d5394ea1e146685bfde1a91790ae244cd,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VIBE_CODING_DRY_RUN_2026-03-28.md,f7b6e49bf56b12dfeb83fb121709780040c32f68,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VISION_2026_DOMAIN_BRIEF.md,be8f25ac96c7622432e52c0a2b1e082d03bec4c8,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VISION_2026_R1_ENGAGEMENT.md,3c97fc531c53b1ba64112ba38f07b6f917a9a517,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VISION_2026_R2_UX.md,bbfcc8aa6940ca3643cc5a0c4236a4237221c9c9,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VISION_2026_R3_ET_ECOSYSTEM.md,d000bdf8b2b01c377be7c76af053031e25e3117c,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/VISION_2026_R4_SMALL_COMMUNITIES.md,787544f6ef3bf2e55f9172169fe035b8041a7ffa,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/WHOLE_CODEBASE_AUDIT_2026-06-15.md,430f6560ebc9b8728f10de827254c8d9bb3ae0bd,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/validated/.gitkeep,8b137891791fe96927ad78e64b0aad7bded08bdc,100644,application/octet-stream,docs,binary_metadata_reference_and_sample_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/research/validated/RESEARCH_VALIDATED_2026-02-19_CHATGPT.md,9e345ad91f9ac9a185265b1fc36db7b2d11a690b,100644,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
docs/skill-rating-redesign-brief.md,f97cbdcf65ebf0cf91fee9d0420b0d077e6c3c6c,100755,text/plain,docs,deep_text_review,REVIEWED_DOC,,"Reviewed for architecture intent, operational truth, and contradictions with code/runtime."
greatshot/README.md,b023b1c4ead147216af802a5b4c24b40951be4fa,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/__init__.py,32efb32e0a0d256a34f813bf92632d115c24d930,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/config.py,97276ef602fd211ac6cc660edea01d2b7fd0fa9f,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/__init__.py,8fce66eb809c55524a6eaa724374351776339d27,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/profiles/__init__.py,c74d3a8c75b786206598c5cb63918831f7cf2d41,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/profiles/etlegacy_main.py,6bbe8719c31de3e5773bbadbcee32d9d7056023b,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/profiles/profile_detector.py,2280b3e44d5638c3beacff1e63933fdf014fadb7,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/schema/analysis.schema.json,5eff05bd60604d9d16f0e08582a156190bc990ce,100644,application/json,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/contracts/types.py,3f8c9539170f4bd1846490a227980859135428cc,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/cutter/__init__.py,5d7565afca1eeecfb295895524fd24c605639bbb,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/cutter/api.py,bbdd8233a1181b38a03e1cb12a228b81ede62792,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/highlights/__init__.py,eb2944d76934990f82cca02b62611b0797e2da22,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/highlights/detectors.py,745face863095a58ffda4bcf4acd915380b1534f,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/renderer/__init__.py,456e2499b1725bbe2402585d82e6eaa4a144b7d7,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/renderer/api.py,99579dfaaca9b171dd546f9a75cebe98f2b52e6a,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/__init__.py,2739824266f2db3862ddbce2c36ba56656d472e9,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/__main__.py,fc9a474fbc8290943c5aa78d87e0ed7008ccddc9,100644,text/x-script.python,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/adapters.py,a07ef600f54dbf69af5425d23b251d78c6149bb0,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/api.py,3c2e1cadacb25f2ab1751a9c4ecf14230c8e84bc,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/errors.py,734fad00da293853d401f069179c95481c51bbcf,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/etl_demo_scan,e4d2851ee144ac3f5fc78c07edd6d99c91bdbd3a,100644,text/x-script.python,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/scanner/report.py,927e174125c2e9cda2b117ae88a7efaa795837d4,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/tests/__init__.py,8ad29cb8c4e137a81a669691fa78722bac0481b2,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/tests/fixtures/golden_analysis_v1.json,c16d8eea6a37ba1b2ec5f22c009d0df5601b95e2,100644,application/json,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/tests/fixtures/sample_udt_output.json,ba903f9f9835d851f283046b1091d37df4f68aae,100644,application/json,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/tests/test_highlights.py,83e7afee453e059489979e536d1e36d4508f744d,100644,text/x-script.python,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/worker/__init__.py,fc23a9536ab66cd5b57ffab6a964da987d0bf41c,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
greatshot/worker/runner.py,bc00a791d36b0624d0b0ab53e6a4d179bc87a054,100644,text/plain,greatshot,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
install.sh,0b93f12063bb9e318978d14b5f33a87a416217c9,100644,text/x-shellscript,root,deep_text_review,REVIEWED_SUPPORT,,"Reviewed by inventory, configuration inspection, static checks, or repository hygiene checks."
migrations/005_add_surrender_and_score.sql,39f2fb4c9ed5e7250c2f7b30b654b98dec9a9016,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/006_add_full_selfkills.sql,f3708b3c38ccbc77f62eef728b0143915d4c04a2,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/007_add_round_id_to_lua_round_teams.sql,b5d373205b30ff2bcc2c65cc54d4c982b6fcd40d,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/008_add_bot_round_flags.sql,cff4a8a9402cc580079a8d7df4469fb2ab161ca4,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/008_add_lua_spawn_stats.sql,00104ca808a731a1702a2635435d6bb839fc6122,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/009_add_proximity_trade_events.sql,5fc706c34cdc9340beb9c318ee1e7db7dbf8182b,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/010_add_proximity_support_summary.sql,9ec4331ee4fe235b95333db096b57dc82abe66e8,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/011_add_greatshot_pipeline_tables.sql,ac7e02020c10d8d0502d6a1f4a32d7a4877c310f,100644,text/plain,migrations,boundary_only,EXCLUDED_GREATSHOT,,"Excluded feature; only startup, routing, dependency, and build-boundary effects reviewed."
migrations/012_add_round_contract_columns.sql,dc1a4d277c5ef8e01dbf547cd21ad41f9f97a0af,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/013_add_proximity_v5_teamplay.sql,2a87a4e718384c7510905683587de596ef030ef7,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/014_add_round_linkage_to_proximity_tables.sql,8906bae435be2249168cd29f5f72e0348d618277,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/015_backfill_proximity_round_ids.sql,82a88bff5fcb27330ec97d45421585cb7c498dcb,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/016_add_vs_stats_subject_columns.sql,36e5111ed913f8a4d97a376494b561de943d003c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/017_add_round_assembly_tables.sql,a98de69640d38570fe4005888bcb3d3fc9c00f47,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/018_add_weapon_accuracy_revives.sql,08348a355fb66a6270b993cff24a3c3eec9740ad,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/019_add_proximity_focus_fire.sql,699c71c4787100d21ee47a5d382dfb747e7a1e0a,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/020_add_proximity_processed_files.sql,d4627152d1e2f868d3933293b2b37304dbe8a100,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/021_add_proximity_kill_outcome.sql,cb0ac5798d92754d62c7a8c715b4bc81ed4a016c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/022_add_time_played_percent.sql,1c1863bc2dd3ca231a8bd58eb07ce9f8130a1725,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/023_add_schema_migrations.sql,7a532960f2743a90beccd75e9b9ff7873d9ba853,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/024_add_skill_ratings.sql,51475436967d6ecd693e9313992c28e96876b122,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/025_add_proximity_hit_region.sql,6e85187c0ee5fd78e13b32cac09933d6aa377590,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/026_add_proximity_combat_position.sql,8a3183198cf5bd083df423cd185e9e2ff97730d1,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/027_add_player_track_movement_stats.sql,bf80f8e0f04c895dfd1b235b727c266868930f97,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/028_add_proximity_v6_carrier_intel.sql,47ac98b94f71648f5719e4ae75156ef82bb132e7,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/029_add_proximity_v6_phases.sql,3fbd671b10b3fcd1b964b307ea7cc9165da3922e,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/030_add_proximity_objective_runs.sql,a4e0c1877c8650b022ec1af7b0727266731c7892,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/031_add_skill_history_session_scope.sql,6620be4f1aedaa64ebd772ce0365cfcdee4de405,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/032_add_storytelling_kill_impact.sql,2541e41ec5b75b6f36b1f996045181faf4e4843c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/033_add_oksii_adoption_fields.sql,08f6e3089d22a8fc2433a0d15693a2fc36ce04e7,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/034_add_proximity_correlation_flags.sql,2c0e389650d9f657248895c47bc896939e39bc8f,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/035_add_guid_canonical_columns.sql,9ea0634348e68167646fcf76292c33a53e002a5f,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/036_schema_drift_sync.sql,2b849f9aed360bec142a9e1135a29360d3187165,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/037_drift_cleanup_views_and_proximity_metric.sql,313cf4016bfc06b3a1c775ea3e216cb8b1494c7c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/038_add_player_track_round_linkage.sql,99f7af8b751214b762e070affe066a2c97fce140,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/039_consolidate_runtime_ddl.sql,f93f77d50baadce1b1d9404ecb9675151cf07390,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/040_dedup_round_correlations.sql,4fd105f1d4b9775da435531dcf8dddc40da5e027,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/041_performance_indexes.sql,21457f020f82833525e1d26e7216e3d37926b3c7,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/042_proximity_hit_region_dedup_unique.sql,f8f9c28c4072973fbff38eae0e4e37b37144b234,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/043_proximity_revive_weapon_accuracy_session_date.sql,df3da119b89db66a71bc19069380b76287ec0012,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/045_drop_orphan_monitoring_tables.sql,c54bc8c0bdea2dfb37c7cc318c18c0aabe1e9802,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/046_fix_proximity_round_id_exact_match.sql,e067bca24782d3c457292efd38898d14a8e70a3c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/047_orphan_recovery_null_round_id.sql,acaa07aa904b9162ef856e42f78409ed71a37c9a,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/048_orphan_recovery_drift_tolerance.sql,65bd0bb0dc7ac253f02efdbe062aaf3f5c0da93d,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/049_add_round_canonical_id.sql,eaddd6704fea5418d5565989e874db8c2ab0bb81,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/050_round_canonical_id_unique.sql,dc4277895324eb4277467e95db3c22efd77d503c,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/051_add_audit_indexes.sql,cf668381a4b0ad8b3d5ae0ef1fbaee55bc7f64f4,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/052_composite_indexes_proximity.sql,56139590780e6246906d18480302f51025b13e58,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/053_add_weapon_stats_mv.sql,afe2ba26849c292bdc6c30e3d460134e4a820759,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/054_add_storytelling_kis_shadow_audit.sql,3e69851c88842a4b206efc2abebd50fd2e7afa4b,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/055_add_proximity_shot_fired.sql,3c9b622d1f6d62d945115b0d81cffb8a57429962,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/056_add_player_links_locale_twitch.sql,6149646d51fa442be06a5173ea2f855bffb22430,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/057_add_rounds_is_valid.sql,89e61945cb0cfba7148deace1b352bf770b7cdba,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/058_add_proximity_v7_tables.sql,3ccb5f90538a61bafce9bf8f81c0cc9f8885576b,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/059_add_rounds_start_unix_index.sql,a7419333e8483ba9009c645e9b2d651c09a9e9c3,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/060_add_kis_formula_version.sql,7b50e8c4369c6020489cc1def48196c8298b6d7d,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/__init__.py,fbb545019661ca9671cba117bb65b1438e2d66fe,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_display_name_to_player_links.sql,8ee912485cdcc576efbf8cc5806d25f4942668ce,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_match_predictions.sql,aa6c26f225ebaf04cdab78c48af16c9397e6e9b1,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,AUD-006,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_round_status.sql,56c343993345c9fc9bcb3cf57346182b3bcd2430,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_session_results.sql,4fa87c933f797a815f0874744628b21604ebc4b2,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_team_tracking.sql,bf6f94c91758d90efcaa2ab09f51c17d3cbd5378,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
migrations/add_user_permissions.sql,21a8b66eedc0695c4e03503fa333c13d20d8758d,100644,text/plain,migrations,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
package-lock.json,24e9aac06ea6c2d2b46b896849b05f98ea02f274,100644,application/json,root,deep_text_review,REVIEWED_SUPPORT,,"Reviewed by inventory, configuration inspection, static checks, or repository hygiene checks."
package.json,bed7df61403dd607810192861a607dfe5b624cd9,100644,application/json,root,deep_text_review,REVIEWED_SUPPORT,,"Reviewed by inventory, configuration inspection, static checks, or repository hygiene checks."
postgresql_database_manager.py,868065b3a51b3c8933a483148743bcaa4e9afc3d,100644,text/x-script.python,root,deep_text_review,REVIEWED_SUPPORT,,"Reviewed by inventory, configuration inspection, static checks, or repository hygiene checks."
proximity/.gitignore,e5c0b646a670f6ab8b69c8a4776ec310a2f51d2a,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/README.md,bbabc2776791b5ecd853d6c4adcc15029ec0148c,100644,text/x-script.python,proximity,deep_text_review,REVIEWED_ACTIVE,AUD-012,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/SLOMIX_PROJECT_BRIEF.md,5f497ba7cfe144c63d61a6d9aa841344a58329a0,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/__init__.py,45ba5331e97544d8b381505332a486c8a2971312,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/DESIGN_v4.md,5bffad4393a3e864801d1921f143df7027bba3cc,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/FREEZE_RUNBOOK_2026-02-19.md,2bb2601207b899935f5be83e2ecdba458eda7881,100644,text/x-script.python,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/GAPS_AND_ROADMAP.md,81a4f85c1f6d000543fdda4b2300a887863b139a,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/GAP_ANALYSIS.md,7c11ef235efe6667b8ae6ac1670bd3a4a5016344,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/IMPLEMENTATION_v4.md,5252eb6e2b8e3078cc8b54f6865c08ffa4069a07,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/INTEGRATION_STATUS.md,0cba2e0e35c9682b42c8a6465df7419a17c55d95,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
proximity/docs/OUTPUT_FORMAT.md,de1f11a3c4875390d7da14ce4aa9489983763d0c,100644,text/plain,proximity,deep_text_review,REVIEWED_ACTIVE,,"Reviewed by source inspection plus applicable static, test, schema, or runtime evidence."
